Item name: Decay

Real time: 32.533
Live time: 0
Time calibration: 2.743484E-02ns/ch

Comment: 


Chan	Data
2421	14
2422	4
2423	8
2424	6
2425	12
2426	6
2427	15
2428	14
2429	5
2430	10
2431	13
2432	5
2433	13
2434	15
2435	5
2436	11
2437	11
2438	17
2439	8
2440	12
2441	10
2442	6
2443	11
2444	8
2445	14
2446	11
2447	13
2448	11
2449	18
2450	11
2451	9
2452	19
2453	10
2454	15
2455	8
2456	9
2457	12
2458	14
2459	14
2460	12
2461	11
2462	10
2463	10
2464	14
2465	5
2466	11
2467	7
2468	13
2469	8
2470	11
2471	12
2472	6
2473	11
2474	15
2475	11
2476	11
2477	11
2478	13
2479	9
2480	14
2481	9
2482	6
2483	9
2484	14
2485	10
2486	9
2487	10
2488	8
2489	10
2490	11
2491	8
2492	14
2493	16
2494	14
2495	15
2496	14
2497	6
2498	9
2499	10
2500	13
2501	12
2502	8
2503	5
2504	8
2505	11
2506	13
2507	6
2508	15
2509	8
2510	11
2511	8
2512	11
2513	12
2514	9
2515	12
2516	6
2517	10
2518	13
2519	9
2520	8
2521	13
2522	6
2523	11
2524	12
2525	12
2526	4
2527	8
2528	9
2529	8
2530	9
2531	10
2532	10
2533	8
2534	10
2535	7
2536	18
2537	13
2538	10
2539	10
2540	10
2541	6
2542	11
2543	16
2544	10
2545	12
2546	5
2547	5
2548	18
2549	7
2550	7
2551	9
2552	15
2553	11
2554	9
2555	13
2556	11
2557	10
2558	9
2559	10
2560	9
2561	13
2562	11
2563	9
2564	2
2565	6
2566	10
2567	3
2568	2
2569	10
2570	10
2571	19
2572	12
2573	11
2574	8
2575	11
2576	9
2577	18
2578	6
2579	6
2580	7
2581	12
2582	8
2583	14
2584	13
2585	9
2586	7
2587	7
2588	8
2589	8
2590	9
2591	10
2592	3
2593	7
2594	8
2595	10
2596	14
2597	10
2598	14
2599	11
2600	8
2601	12
2602	10
2603	7
2604	12
2605	7
2606	9
2607	8
2608	5
2609	3
2610	11
2611	7
2612	12
2613	12
2614	5
2615	16
2616	5
2617	8
2618	9
2619	6
2620	13
2621	6
2622	6
2623	9
2624	11
2625	10
2626	13
2627	10
2628	9
2629	10
2630	13
2631	5
2632	6
2633	11
2634	3
2635	9
2636	14
2637	8
2638	13
2639	11
2640	6
2641	7
2642	7
2643	6
2644	2
2645	8
2646	7
2647	11
2648	7
2649	12
2650	9
2651	6
2652	11
2653	11
2654	8
2655	3
2656	9
2657	9
2658	11
2659	8
2660	16
2661	8
2662	9
2663	13
2664	11
2665	11
2666	12
2667	13
2668	8
2669	11
2670	4
2671	8
2672	11
2673	8
2674	10
2675	7
2676	9
2677	11
2678	11
2679	10
2680	8
2681	9
2682	5
2683	6
2684	11
2685	8
2686	13
2687	8
2688	8
2689	10
2690	10
2691	10
2692	14
2693	5
2694	9
2695	10
2696	9
2697	11
2698	6
2699	10
2700	13
2701	11
2702	12
2703	9
2704	12
2705	9
2706	10
2707	7
2708	7
2709	10
2710	11
2711	3
2712	7
2713	10
2714	9
2715	3
2716	10
2717	14
2718	11
2719	12
2720	9
2721	13
2722	9
2723	10
2724	11
2725	12
2726	9
2727	11
2728	18
2729	12
2730	6
2731	13
2732	10
2733	10
2734	8
2735	5
2736	16
2737	8
2738	14
2739	13
2740	8
2741	8
2742	19
2743	9
2744	4
2745	5
2746	6
2747	5
2748	13
2749	11
2750	9
2751	4
2752	7
2753	11
2754	5
2755	4
2756	8
2757	9
2758	5
2759	5
2760	10
2761	4
2762	4
2763	5
2764	9
2765	8
2766	7
2767	10
2768	14
2769	5
2770	3
2771	8
2772	8
2773	10
2774	5
2775	13
2776	9
2777	6
2778	14
2779	8
2780	12
2781	8
2782	8
2783	7
2784	10
2785	5
2786	7
2787	8
2788	7
2789	9
2790	6
2791	9
2792	6
2793	9
2794	9
2795	9
2796	10
2797	10
2798	6
2799	8
2800	7
2801	8
2802	9
2803	10
2804	10
2805	4
2806	8
2807	6
2808	9
2809	6
2810	6
2811	12
2812	11
2813	11
2814	7
2815	2
2816	4
2817	14
2818	8
2819	10
2820	15
2821	5
2822	6
2823	8
2824	7
2825	11
2826	15
2827	6
2828	5
2829	13
2830	8
2831	12
2832	9
2833	6
2834	5
2835	5
2836	7
2837	4
2838	9
2839	8
2840	8
2841	6
2842	8
2843	8
2844	13
2845	8
2846	10
2847	18
2848	5
2849	8
2850	7
2851	8
2852	15
2853	11
2854	7
2855	3
